1	[36, 31, 30, 32, 328, 8, 67, 25, 3, -1]
1	[59, 18, 4, 214, 7325, 7153, 662, 273, 361, 1, 26, 121, 1461, 17, 8452, 1, 7, 31, 30, 130, 168, 95, 5556, 108, 59, 3, -1]
1	[10, 294, 4, 31, 30, 32, 11, 200, 3, -1]
1	[10, 294, 4, 31, 30, 32, 11, 200, 3, -1]
1	[2, 294, 4, 31, 30, 32, 26, 23, 4612, 1395, 1941, 12, 2340, 87, 305, 3, -1]
1	[1435, 71, 121, 72, 6833, 76, 7, 41, 5945, 61, 223, 12, 3937, 12, 1545, 4, 31, 30, 32, 1, 77, 8, 185, 15, 645, 3, -1]
1	[2, 123, 4, 31, 30, 32, 1, 26, 179, 2, 64, 464, 290, 7, 672, 5, 13, -1]
1	[10, 228, 135, 136, 130, 18, 78, 1, 330, 45, 6163, 5226, 3, -1]
1	[36, 31, 30, 32, 8, 400, 11, 115, 70, 6, -1]
1	[2, 228, 4, 31, 30, 32, 18, 11, 205, 115, 328, 3, -1]
1	[36, 31, 30, 32, 8, 85, 15, 4, 233, 39, 151, 781, 273, 389, 3, -1]
1	[36, 31, 30, 32, 8, 72, 431, 185, 431, 328, 1, 159, 71, 174, 43, 503, 3, -1]
1	[190, 2, 1265, 46, 4, 2100, 7, 4, 1944, 7, 396, 14, 31, 30, 32, 3, -1]
1	[36, 31, 30, 32, 18, 1710, 115, 3, -1]
1	[10, 9, 135, 136, 130, 6, -1]
1	[10, 123, 135, 136, 130, 13, -1]
1	[696, 4067, 2039, 425, 461, 460, 468, 237, 281, 1719, 4099, 6, -1]
1	[425, 461, 460, 468, 8, 3028, 139, 9885, 6, -1]
1	[2913, 8, 1, 2, 1557, 36, 31, 30, 32, 3, -1]
1	[474, 135, 136, 130, 5046, 185, 3281, 3, -1]
1	[1625, 2, 123, 36, 31, 30, 32, 5, 13, -1]
1	[118, 123, 4, 135, 136, 130, 13, -1]
1	[2, 34, 1557, 4, 31, 30, 32, 26, 228, 2, 79, 38, 2379, 20, 4, 192, 1461, 405, 1651, 10048, 462, 3, -1]
1	[2, 159, 17, 2514, 7, 2210, 95, 190, 36, 31, 30, 32, 3, -1]
1	[36, 31, 30, 32, 18, 11, 34, 115, 70, 3, -1]
1	[308, 1, 135, 136, 130, 8, 72, 25, 70, 10, 294, 23, 205, 1466, 3, -1]
1	[2, 34, 17, 36, 31, 30, 32, 3, -1]
1	[31, 30, 32, 8, 185, 3, -1]
1	[36, 31, 30, 32, 18, 25, 6, -1]
1	[36, 31, 30, 4255, 7646, 46, 3091, 2281, 3535, 2774, 7, 186, 168, 1466, 41, 1445, 1, 26, 66, 95, 15, 5184, 410, 41, 1608, 3, -1]
1	[9805, 56, 285, 1308, 2, 9, 36, 31, 30, 32, 13, -1]
1	[177, 190, 61, 223, 12, 153, 36, 31, 30, 32, 1, 77, 18, 9729, 25, 7, 4154, 8785, 8, 14, 314, 1, 466, 1966, 3, -1]
1	[381, 117, 97, 219, 252, 12, 43, 1, 4139, 1, 2, 294, 4, 31, 30, 130, 1, 357, 144, 55, 1471, 46, 2499, 2213, 3, 382, 2, 9, 4, 135, 136, 130, 6, 382, 349, 2, 310, 396, 9786, 4138, 7, 2, 123, 4, 31, 30, 32, 24, 59, 1507, 7733, 12, 43, 7, 23, 2573, 9677, 8892, 105, 85, 15, 4, 1473, 7720, 16, 4, 6581, 129, 1465, 12, 6803, 6, 382, 2, 67, 361, 31, 30, 32, 56, 77, 18, 139, 124, 4, 116, 76, 272, 3, 382, 36, 31, 30, 32, 8, 234, 140, 42, 361, 23, 35, 2090, 35, 42, 361, 192, 5768, 1, 1, 1, 13, 382, 2, 123, 4, 31, 30, 32, 5, 382, 2, 9, 275, 36, 31, 30, 32, 5, 5, 5, 382, 66, 1842, 42, 1, 4, 31, 30, 32, 8, 72, 139, 328, 5, 382, 334, 292, 1, 14, 337, 612, 38, 11, 646, 756, 47, 2, 123, 4, 31, 30, 32, 3192, 3, 76, 3, 382, 177, 2, 18, 1431, 801, 45, 14, 305, 5721, 1, 459, 367, 123, 36, 31, 30, 32, 24, 40, 1, 16, 2, 18, 454, 12, 174, 2785, 6877, 733, 94, 4, 192, 422, 5366, 3, -1]
1	[2, 9, 4, 31, 30, 32, 3, -1]
1	[31, 30, 130, 8, 25, 5, -1]
1	[36, 31, 30, 32, 8, 25, 3, -1]
1	[36, 31, 30, 32, 8, 8357, 72, 25, 328, 5, -1]
1	[2, 74, 425, 461, 460, 468, 6, -1]
1	[2, 123, 36, 31, 30, 32, 3, -1]
1	[4, 135, 136, 130, 8, 25, 5, -1]
1	[668, 24, 39, 31, 30, 32, 6, -1]
1	[10, 123, 4, 135, 136, 130, 3, -1]
1	[36, 31, 30, 32, 8, 72, 25, 328, 3, -1]
1	[31, 136, 130, 8, 72, 25, 328, 3, -1]
1	[2, 101, 5260, 7844, 679, 7, 4, 31, 30, 32, 6, -1]
1	[1046, 1, 2, 846, 19, 802, 9, 4, 31, 30, 32, 3, -1]
1	[516, 2417, 198, 7, 3312, 11, 646, 1883, 6, 655, 184, 1456, 408, 1441, 26, 135, 136, 130, 8, 72, 25, 328, 3, -1]
1	[31, 30, 32, 8, 15, 645, 11, 25, 328, 1, 26, 42, 219, 2128, 16, 73, 46, 2294, 10109, 3, -1]
1	[2, 9, 49, 36, 31, 30, 32, 5, -1]
1	[10, 471, 4, 31, 30, 32, 3, -1]
